flow_id,timestamp,src_site,dst_site,src_ip,dst_ip,src_port,dst_port,protocol,application,bytes,packets,duration_ms,dscp,fault_active
NF-0000167,2026-06-24T03:47:00,branch-kolkata,dc-mumbai,10.1.6.1,10.0.0.2,55116,8801,UDP,Video-Conf,18674924,38744,85952,AF41,0
NF-0000168,2026-06-24T03:45:00,branch-guwahati,hub-delhi,10.1.8.1,10.0.0.1,61392,161,UDP,SNMP,32948318,57905,107512,CS0,0
NF-0000169,2026-06-24T03:06:00,branch-bengaluru,branch-kolkata,10.1.1.1,10.1.6.1,59888,3200,TCP,ERP-SAP,12696422,21740,11977,CS0,0
NF-0000170,2026-06-24T03:32:00,branch-nagpur,branch-hyderabad,10.1.13.1,10.1.3.1,52525,123,UDP,NTP,15227889,24171,106475,CS0,0
NF-0000171,2026-06-24T03:34:00,branch-bhopal,branch-bengaluru,10.1.14.1,10.1.1.1,58623,514,UDP,Syslog,10164048,14624,85340,CS0,0
NF-0000172,2026-06-24T03:50:00,branch-nagpur,branch-bhopal,10.1.13.1,10.1.14.1,55813,161,UDP,SNMP,31430703,60794,55769,CS0,0
NF-0000173,2026-06-24T03:58:00,branch-bengaluru,branch-jaipur,10.1.1.1,10.1.10.1,55591,161,UDP,SNMP,31782911,61120,102615,CS0,0
NF-0000174,2026-06-24T03:51:00,branch-bengaluru,branch-guwahati,10.1.1.1,10.1.8.1,64606,443,TCP,HTTPS,13775015,19428,88587,CS0,0
NF-0000175,2026-06-24T03:10:00,branch-kolkata,hub-delhi,10.1.6.1,10.0.0.1,56064,5060,UDP,VoIP-RTP,10441694,7746,76860,EF,0
NF-0000176,2026-06-24T03:27:00,dc-mumbai,branch-chennai,10.0.0.2,10.1.2.1,56546,3200,TCP,ERP-SAP,10275113,13519,54101,CS0,0
NF-0000177,2026-06-24T03:27:00,branch-bhopal,branch-pune,10.1.14.1,10.1.4.1,51825,161,UDP,SNMP,25524838,33453,33798,CS0,0
NF-0000178,2026-06-24T03:51:00,branch-bhubaneswar,branch-kochi,10.1.7.1,10.1.12.1,61719,8801,UDP,Video-Conf,20884051,29580,68476,AF41,0
NF-0000179,2026-06-24T03:52:00,branch-hyderabad,branch-kochi,10.1.3.1,10.1.12.1,57297,161,UDP,SNMP,33229468,56997,17107,CS0,0
NF-0000180,2026-06-24T03:12:00,branch-kolkata,branch-chandigarh,10.1.6.1,10.1.9.1,64820,3200,TCP,ERP-SAP,7300873,5859,90944,CS0,0
NF-0000181,2026-06-24T03:20:00,branch-kolkata,branch-bhubaneswar,10.1.6.1,10.1.7.1,55391,21,TCP,FTP-Backup,15462473,23078,101762,CS0,0
NF-0000182,2026-06-24T03:13:00,branch-nagpur,branch-kochi,10.1.13.1,10.1.12.1,64850,161,UDP,SNMP,24474736,18499,116240,CS0,0
NF-0000183,2026-06-24T03:57:00,branch-lucknow,branch-ahmedabad,10.1.11.1,10.1.5.1,55160,22,TCP,SSH,16517315,12162,51293,CS0,0
NF-0000184,2026-06-24T03:49:00,branch-chandigarh,branch-jaipur,10.1.9.1,10.1.10.1,60174,123,UDP,NTP,7082653,5838,59767,CS0,0
NF-0000185,2026-06-24T03:34:00,branch-jaipur,branch-hyderabad,10.1.10.1,10.1.3.1,53389,5060,UDP,VoIP-RTP,39718139,61578,116039,EF,0
NF-0000186,2026-06-24T03:05:00,branch-bhopal,dc-mumbai,10.1.14.1,10.0.0.2,63960,161,UDP,SNMP,15694866,17323,58725,CS0,0
NF-0000187,2026-06-24T03:24:00,branch-pune,branch-jaipur,10.1.4.1,10.1.10.1,56876,21,TCP,FTP-Backup,12956934,10138,56077,CS0,0
NF-0000188,2026-06-24T03:55:00,dc-mumbai,branch-chennai,10.0.0.2,10.1.2.1,55897,53,UDP,DNS,39259012,45703,83577,CS0,0
NF-0000189,2026-06-24T03:16:00,branch-guwahati,hub-delhi,10.1.8.1,10.0.0.1,56213,8801,UDP,Video-Conf,34556476,47532,98541,AF41,0
NF-0000190,2026-06-24T03:06:00,branch-hyderabad,branch-kochi,10.1.3.1,10.1.12.1,55025,389,TCP,LDAP,46639164,59186,69624,CS0,0
NF-0000191,2026-06-24T03:27:00,dc-mumbai,branch-ahmedabad,10.0.0.2,10.1.5.1,60653,123,UDP,NTP,3323817,6953,5589,CS0,0
NF-0000192,2026-06-24T03:03:00,branch-kochi,branch-chennai,10.1.12.1,10.1.2.1,54250,123,UDP,NTP,2703043,3769,109526,CS0,0
NF-0000193,2026-06-24T03:31:00,branch-bhubaneswar,branch-jaipur,10.1.7.1,10.1.10.1,62355,53,UDP,DNS,2346123,1921,113528,CS0,0
NF-0000194,2026-06-24T03:55:00,hub-delhi,branch-bhubaneswar,10.0.0.1,10.1.7.1,61718,53,UDP,DNS,34095291,44222,6117,CS0,0
NF-0000195,2026-06-24T03:37:00,branch-ahmedabad,branch-lucknow,10.1.5.1,10.1.11.1,65205,22,TCP,SSH,42325711,57507,24250,CS0,0
NF-0000196,2026-06-24T04:24:00,branch-chandigarh,branch-hyderabad,10.1.9.1,10.1.3.1,59246,22,TCP,SSH,43185509,32372,118846,CS0,0
NF-0000197,2026-06-24T04:08:00,branch-guwahati,branch-bengaluru,10.1.8.1,10.1.1.1,56599,514,UDP,Syslog,21399731,31331,58692,CS0,0
NF-0000198,2026-06-24T04:50:00,branch-guwahati,dc-mumbai,10.1.8.1,10.0.0.2,50656,21,TCP,FTP-Backup,27273887,28679,42041,CS0,0
NF-0000199,2026-06-24T04:31:00,branch-bhopal,branch-kolkata,10.1.14.1,10.1.6.1,56718,22,TCP,SSH,38070561,39990,14817,CS0,0
NF-0000200,2026-06-24T04:36:00,hub-delhi,branch-bhopal,10.0.0.1,10.1.14.1,58825,123,UDP,NTP,41045807,93711,109985,CS0,0
NF-0000201,2026-06-24T04:21:00,branch-kochi,dc-mumbai,10.1.12.1,10.0.0.2,55085,443,TCP,HTTPS,45165029,93123,85736,CS0,0
NF-0000202,2026-06-24T04:56:00,branch-chennai,branch-pune,10.1.2.1,10.1.4.1,54435,123,UDP,NTP,41375489,98046,69540,CS0,0
NF-0000203,2026-06-24T04:44:00,branch-bhubaneswar,branch-bengaluru,10.1.7.1,10.1.1.1,50446,161,UDP,SNMP,39595787,35258,118669,CS0,0
NF-0000204,2026-06-24T04:00:00,branch-bhopal,branch-pune,10.1.14.1,10.1.4.1,54003,5060,UDP,VoIP-RTP,38387088,29665,49,EF,0
NF-0000205,2026-06-24T04:15:00,branch-jaipur,branch-lucknow,10.1.10.1,10.1.11.1,50435,22,TCP,SSH,10851829,10160,72564,CS0,0
NF-0000206,2026-06-24T04:28:00,branch-chandigarh,branch-lucknow,10.1.9.1,10.1.11.1,56550,389,TCP,LDAP,27863828,46829,85458,CS0,0
NF-0000207,2026-06-24T04:18:00,branch-bengaluru,branch-hyderabad,10.1.1.1,10.1.3.1,56168,443,TCP,HTTPS,2521230,3933,117563,CS0,0
NF-0000208,2026-06-24T04:37:00,branch-guwahati,branch-bengaluru,10.1.8.1,10.1.1.1,63595,179,TCP,BGP,3939837,3338,27003,CS0,0
NF-0000209,2026-06-24T04:09:00,branch-chennai,branch-ahmedabad,10.1.2.1,10.1.5.1,62543,3200,TCP,ERP-SAP,9453858,17188,116190,CS0,0
NF-0000210,2026-06-24T04:48:00,branch-kochi,dc-mumbai,10.1.12.1,10.0.0.2,49350,389,TCP,LDAP,37993235,47196,56891,CS0,0
NF-0000211,2026-06-24T04:04:00,branch-bhubaneswar,branch-nagpur,10.1.7.1,10.1.13.1,60595,5060,UDP,VoIP-RTP,37497603,33420,9610,EF,0
NF-0000212,2026-06-24T04:25:00,branch-bhopal,branch-pune,10.1.14.1,10.1.4.1,54474,5060,UDP,VoIP-RTP,5947429,5194,5251,EF,0
NF-0000213,2026-06-24T04:15:00,dc-mumbai,branch-bhopal,10.0.0.2,10.1.14.1,58136,5060,UDP,VoIP-RTP,41525431,76333,99472,EF,0
NF-0000214,2026-06-24T04:55:00,branch-chennai,branch-bhubaneswar,10.1.2.1,10.1.7.1,61246,389,TCP,LDAP,35304168,41534,72706,CS0,0
NF-0000215,2026-06-24T04:54:00,branch-chandigarh,dc-mumbai,10.1.9.1,10.0.0.2,59032,514,UDP,Syslog,24276366,51542,13037,CS0,0
NF-0000216,2026-06-24T04:51:00,branch-bhopal,branch-chennai,10.1.14.1,10.1.2.1,57383,389,TCP,LDAP,47007960,47723,34029,CS0,0
NF-0000217,2026-06-24T04:36:00,branch-ahmedabad,branch-chandigarh,10.1.5.1,10.1.9.1,63996,389,TCP,LDAP,13448959,27446,117231,CS0,0
NF-0000218,2026-06-24T04:52:00,branch-nagpur,dc-mumbai,10.1.13.1,10.0.0.2,50173,21,TCP,FTP-Backup,18504634,18672,53364,CS0,0
NF-0000219,2026-06-24T04:03:00,branch-hyderabad,branch-chandigarh,10.1.3.1,10.1.9.1,59845,5060,UDP,VoIP-RTP,34279235,44985,32121,EF,0
NF-0000220,2026-06-24T04:50:00,branch-chennai,branch-hyderabad,10.1.2.1,10.1.3.1,59101,5060,UDP,VoIP-RTP,14131014,16298,2361,EF,0
NF-0000221,2026-06-24T04:10:00,branch-pune,branch-chennai,10.1.4.1,10.1.2.1,57383,21,TCP,FTP-Backup,21088056,27001,118335,CS0,0
NF-0000222,2026-06-24T04:54:00,branch-pune,branch-chennai,10.1.4.1,10.1.2.1,54850,8801,UDP,Video-Conf,45969337,67601,93503,AF41,0
NF-0000223,2026-06-24T04:52:00,branch-pune,branch-jaipur,10.1.4.1,10.1.10.1,57275,443,TCP,HTTPS,36921230,36447,88177,CS0,0
NF-0000224,2026-06-24T04:39:00,branch-nagpur,branch-lucknow,10.1.13.1,10.1.11.1,55043,5060,UDP,VoIP-RTP,120023,108,24366,EF,0
NF-0000225,2026-06-24T04:05:00,branch-bhopal,branch-bhubaneswar,10.1.14.1,10.1.7.1,58076,443,TCP,HTTPS,17521189,13752,104876,CS0,0
NF-0000226,2026-06-24T04:54:00,branch-bhubaneswar,hub-delhi,10.1.7.1,10.0.0.1,60765,3200,TCP,ERP-SAP,19243141,19736,114608,CS0,0
NF-0000227,2026-06-24T04:11:00,branch-jaipur,branch-pune,10.1.10.1,10.1.4.1,62632,21,TCP,FTP-Backup,42118172,47059,102169,CS0,0
NF-0000228,2026-06-24T04:36:00,branch-kolkata,branch-ahmedabad,10.1.6.1,10.1.5.1,63466,443,TCP,HTTPS,31787667,39244,118890,CS0,0
NF-0000229,2026-06-24T04:39:00,branch-lucknow,branch-bhopal,10.1.11.1,10.1.14.1,63586,5060,UDP,VoIP-RTP,3701589,2944,91231,EF,0
NF-0000230,2026-06-24T04:02:00,branch-chennai,branch-pune,10.1.2.1,10.1.4.1,50807,5060,UDP,VoIP-RTP,2045897,2045,110287,EF,0
NF-0000231,2026-06-24T04:40:00,branch-hyderabad,branch-kolkata,10.1.3.1,10.1.6.1,55797,53,UDP,DNS,22448524,18785,74184,CS0,0
NF-0000232,2026-06-24T04:23:00,hub-delhi,branch-jaipur,10.0.0.1,10.1.10.1,57278,21,TCP,FTP-Backup,47307505,54564,63054,CS0,0
NF-0000233,2026-06-24T04:17:00,branch-bengaluru,branch-nagpur,10.1.1.1,10.1.13.1,61996,389,TCP,LDAP,35247535,79745,115709,CS0,0
NF-0000234,2026-06-24T04:15:00,hub-delhi,branch-pune,10.0.0.1,10.1.4.1,54438,179,TCP,BGP,14586552,17344,52767,CS0,0
NF-0000235,2026-06-24T04:54:00,branch-guwahati,branch-hyderabad,10.1.8.1,10.1.3.1,58149,22,TCP,SSH,24372147,26607,111785,CS0,0
NF-0000236,2026-06-24T04:05:00,branch-guwahati,branch-pune,10.1.8.1,10.1.4.1,51621,443,TCP,HTTPS,11202543,9366,51562,CS0,0
NF-0000237,2026-06-24T04:35:00,branch-chandigarh,branch-hyderabad,10.1.9.1,10.1.3.1,57277,514,UDP,Syslog,30633845,56105,80518,CS0,0
NF-0000238,2026-06-24T04:16:00,hub-delhi,branch-bengaluru,10.0.0.1,10.1.1.1,57624,22,TCP,SSH,17595238,12731,64197,CS0,0
NF-0000239,2026-06-24T04:11:00,branch-lucknow,branch-nagpur,10.1.11.1,10.1.13.1,61500,53,UDP,DNS,24218386,23131,100657,CS0,0
NF-0000240,2026-06-24T04:33:00,branch-jaipur,branch-bhubaneswar,10.1.10.1,10.1.7.1,59731,22,TCP,SSH,36916084,69002,95024,CS0,0
NF-0000241,2026-06-24T04:19:00,hub-delhi,branch-guwahati,10.0.0.1,10.1.8.1,52543,3200,TCP,ERP-SAP,7516924,6966,28042,CS0,0
NF-0000242,2026-06-24T04:26:00,branch-ahmedabad,branch-hyderabad,10.1.5.1,10.1.3.1,50197,21,TCP,FTP-Backup,26513003,34657,42669,CS0,0
NF-0000243,2026-06-24T04:56:00,branch-lucknow,branch-pune,10.1.11.1,10.1.4.1,49971,22,TCP,SSH,36861437,31997,84878,CS0,0
NF-0000244,2026-06-24T04:17:00,branch-kochi,branch-guwahati,10.1.12.1,10.1.8.1,57230,514,UDP,Syslog,5003827,8840,69896,CS0,0
NF-0000245,2026-06-24T04:27:00,branch-bhopal,branch-chennai,10.1.14.1,10.1.2.1,59179,21,TCP,FTP-Backup,45511271,79287,33248,CS0,0
NF-0000246,2026-06-24T04:02:00,branch-nagpur,branch-chandigarh,10.1.13.1,10.1.9.1,49264,53,UDP,DNS,31581978,56095,42526,CS0,0
NF-0000247,2026-06-24T04:48:00,branch-lucknow,branch-bengaluru,10.1.11.1,10.1.1.1,51370,5060,UDP,VoIP-RTP,17501514,20638,19805,EF,0
NF-0000248,2026-06-24T04:59:00,branch-bhopal,branch-kochi,10.1.14.1,10.1.12.1,60950,5060,UDP,VoIP-RTP,43885453,43109,114907,EF,0
NF-0000249,2026-06-24T04:58:00,branch-bhubaneswar,branch-kolkata,10.1.7.1,10.1.6.1,51604,53,UDP,DNS,1085146,2500,23196,CS0,0
NF-0000250,2026-06-24T04:43:00,branch-pune,branch-guwahati,10.1.4.1,10.1.8.1,51433,123,UDP,NTP,38204605,85278,105343,CS0,0
NF-0000251,2026-06-24T04:29:00,dc-mumbai,branch-chandigarh,10.0.0.2,10.1.9.1,62936,179,TCP,BGP,31044668,64811,32044,CS0,0
NF-0000252,2026-06-24T04:03:00,branch-chennai,branch-lucknow,10.1.2.1,10.1.11.1,53228,123,UDP,NTP,28379581,44904,49855,CS0,0
NF-0000253,2026-06-24T05:10:00,branch-pune,branch-guwahati,10.1.4.1,10.1.8.1,52803,22,TCP,SSH,8290561,9952,88846,CS0,0
NF-0000254,2026-06-24T05:34:00,branch-ahmedabad,branch-nagpur,10.1.5.1,10.1.13.1,52091,8801,UDP,Video-Conf,4110074,6098,84665,AF41,0
NF-0000255,2026-06-24T05:47:00,hub-delhi,branch-kochi,10.0.0.1,10.1.12.1,53950,21,TCP,FTP-Backup,32764057,24896,103778,CS0,1
NF-0000256,2026-06-24T05:33:00,branch-pune,branch-kochi,10.1.4.1,10.1.12.1,51696,443,TCP,HTTPS,3942946,8880,18945,CS0,0
NF-0000257,2026-06-24T05:04:00,branch-hyderabad,dc-mumbai,10.1.3.1,10.0.0.2,62654,389,TCP,LDAP,32743088,38749,35624,CS0,0
NF-0000258,2026-06-24T05:33:00,branch-lucknow,branch-nagpur,10.1.11.1,10.1.13.1,51485,161,UDP,SNMP,13507555,10295,39778,CS0,0
NF-0000259,2026-06-24T05:51:00,branch-bhopal,branch-jaipur,10.1.14.1,10.1.10.1,49986,443,TCP,HTTPS,32865218,43415,111838,CS0,0
NF-0000260,2026-06-24T05:27:00,branch-ahmedabad,branch-hyderabad,10.1.5.1,10.1.3.1,51899,22,TCP,SSH,36215558,58887,93576,CS0,0
NF-0000261,2026-06-24T05:03:00,hub-delhi,branch-guwahati,10.0.0.1,10.1.8.1,56550,5060,UDP,VoIP-RTP,20619329,15971,52411,EF,0
NF-0000262,2026-06-24T05:37:00,branch-guwahati,branch-chandigarh,10.1.8.1,10.1.9.1,60117,514,UDP,Syslog,17720463,21045,45224,CS0,0
NF-0000263,2026-06-24T05:00:00,branch-chennai,branch-pune,10.1.2.1,10.1.4.1,57828,161,UDP,SNMP,11083502,13566,58992,CS0,0
NF-0000264,2026-06-24T05:31:00,branch-kolkata,branch-bengaluru,10.1.6.1,10.1.1.1,52114,8801,UDP,Video-Conf,10719337,14466,52755,AF41,0
NF-0000265,2026-06-24T05:31:00,branch-jaipur,branch-ahmedabad,10.1.10.1,10.1.5.1,62784,8801,UDP,Video-Conf,20153788,50384,45084,AF41,0
NF-0000266,2026-06-24T05:38:00,branch-ahmedabad,branch-chennai,10.1.5.1,10.1.2.1,56503,123,UDP,NTP,48642103,65732,46622,CS0,0
NF-0000267,2026-06-24T05:50:00,branch-nagpur,branch-kolkata,10.1.13.1,10.1.6.1,61135,22,TCP,SSH,46396215,34367,66713,CS0,0
NF-0000268,2026-06-24T05:28:00,branch-guwahati,branch-kochi,10.1.8.1,10.1.12.1,55461,22,TCP,SSH,48917621,65397,90259,CS0,0
NF-0000269,2026-06-24T05:59:00,branch-jaipur,branch-kochi,10.1.10.1,10.1.12.1,62929,161,UDP,SNMP,16337300,12853,62472,CS0,0
NF-0000270,2026-06-24T05:06:00,branch-guwahati,branch-hyderabad,10.1.8.1,10.1.3.1,58060,389,TCP,LDAP,9930932,13566,46933,CS0,0
NF-0000271,2026-06-24T05:46:00,branch-bhubaneswar,branch-nagpur,10.1.7.1,10.1.13.1,54198,514,UDP,Syslog,40286041,98019,112034,CS0,0
NF-0000272,2026-06-24T05:14:00,branch-bengaluru,branch-kochi,10.1.1.1,10.1.12.1,57770,21,TCP,FTP-Backup,11076294,25521,85905,CS0,0
NF-0000273,2026-06-24T05:00:00,branch-bhubaneswar,branch-pune,10.1.7.1,10.1.4.1,61551,514,UDP,Syslog,11706890,25176,2021,CS0,0
NF-0000274,2026-06-24T05:01:00,branch-bhubaneswar,branch-pune,10.1.7.1,10.1.4.1,61536,5060,UDP,VoIP-RTP,24303181,30041,44177,EF,0
NF-0000275,2026-06-24T05:57:00,branch-lucknow,branch-jaipur,10.1.11.1,10.1.10.1,64749,3200,TCP,ERP-SAP,21236119,44707,29450,CS0,0
NF-0000276,2026-06-24T05:21:00,branch-ahmedabad,hub-delhi,10.1.5.1,10.0.0.1,59129,161,UDP,SNMP,25264358,24768,58699,CS0,0
NF-0000277,2026-06-24T05:51:00,branch-bhopal,branch-kochi,10.1.14.1,10.1.12.1,56831,5060,UDP,VoIP-RTP,35287517,78766,71576,EF,0
NF-0000278,2026-06-24T05:46:00,branch-kochi,hub-delhi,10.1.12.1,10.0.0.1,53935,514,UDP,Syslog,32905196,24000,98452,CS0,0
NF-0000279,2026-06-24T05:44:00,branch-hyderabad,branch-pune,10.1.3.1,10.1.4.1,61102,21,TCP,FTP-Backup,48429348,40123,24635,CS0,0
NF-0000280,2026-06-24T05:21:00,branch-lucknow,branch-pune,10.1.11.1,10.1.4.1,56316,123,UDP,NTP,563986,499,42998,CS0,0
NF-0000281,2026-06-24T05:17:00,branch-guwahati,branch-pune,10.1.8.1,10.1.4.1,63606,161,UDP,SNMP,48085844,50037,5633,CS0,0
NF-0000282,2026-06-24T05:05:00,branch-chandigarh,branch-chennai,10.1.9.1,10.1.2.1,62146,22,TCP,SSH,10534208,13879,91998,CS0,0
NF-0000283,2026-06-24T05:53:00,hub-delhi,branch-chandigarh,10.0.0.1,10.1.9.1,64507,3200,TCP,ERP-SAP,49294203,46591,63421,CS0,1
NF-0000284,2026-06-24T05:18:00,branch-bengaluru,branch-bhubaneswar,10.1.1.1,10.1.7.1,54148,123,UDP,NTP,407247,656,55442,CS0,0
NF-0000285,2026-06-24T05:49:00,branch-bengaluru,branch-guwahati,10.1.1.1,10.1.8.1,51504,161,UDP,SNMP,28541616,34554,106663,CS0,0
NF-0000286,2026-06-24T05:59:00,branch-pune,branch-bengaluru,10.1.4.1,10.1.1.1,57211,123,UDP,NTP,14235677,32501,6723,CS0,0
NF-0000287,2026-06-24T05:32:00,hub-delhi,branch-lucknow,10.0.0.1,10.1.11.1,55218,5060,UDP,VoIP-RTP,35222628,29085,38176,EF,1
NF-0000288,2026-06-24T05:13:00,dc-mumbai,branch-bhopal,10.0.0.2,10.1.14.1,57073,5060,UDP,VoIP-RTP,11741574,9616,90050,EF,0
NF-0000289,2026-06-24T05:46:00,branch-kochi,branch-kolkata,10.1.12.1,10.1.6.1,52024,389,TCP,LDAP,49286748,60998,85703,CS0,0
NF-0000290,2026-06-24T05:42:00,branch-kochi,branch-lucknow,10.1.12.1,10.1.11.1,58126,21,TCP,FTP-Backup,36955607,34441,102152,CS0,0
NF-0000291,2026-06-24T05:37:00,branch-bhubaneswar,branch-guwahati,10.1.7.1,10.1.8.1,56260,22,TCP,SSH,15220779,37489,31431,CS0,0
NF-0000292,2026-06-24T05:04:00,branch-kolkata,branch-nagpur,10.1.6.1,10.1.13.1,52347,53,UDP,DNS,4523121,3372,98552,CS0,0
NF-0000293,2026-06-24T05:52:00,branch-kochi,branch-bengaluru,10.1.12.1,10.1.1.1,60416,443,TCP,HTTPS,29013072,22438,19214,CS0,0
NF-0000294,2026-06-24T05:54:00,branch-bhubaneswar,branch-jaipur,10.1.7.1,10.1.10.1,64855,123,UDP,NTP,11354443,18225,63689,CS0,0
NF-0000295,2026-06-24T05:13:00,branch-nagpur,branch-lucknow,10.1.13.1,10.1.11.1,50395,3200,TCP,ERP-SAP,29264900,28058,902,CS0,0
NF-0000296,2026-06-24T05:00:00,hub-delhi,branch-ahmedabad,10.0.0.1,10.1.5.1,53763,443,TCP,HTTPS,13956425,16634,7137,CS0,0
NF-0000297,2026-06-24T05:09:00,branch-hyderabad,branch-nagpur,10.1.3.1,10.1.13.1,50797,3200,TCP,ERP-SAP,42525544,32661,92571,CS0,0
NF-0000298,2026-06-24T05:43:00,hub-delhi,branch-bhubaneswar,10.0.0.1,10.1.7.1,61362,514,UDP,Syslog,32248576,28164,17297,CS0,1
NF-0000299,2026-06-24T05:31:00,branch-lucknow,branch-ahmedabad,10.1.11.1,10.1.5.1,49828,443,TCP,HTTPS,6726771,11343,12409,CS0,0
NF-0000300,2026-06-24T06:42:00,branch-kolkata,branch-bhubaneswar,10.1.6.1,10.1.7.1,58589,53,UDP,DNS,32825266,25406,2629,CS0,0
NF-0000301,2026-06-24T06:52:00,branch-nagpur,branch-chandigarh,10.1.13.1,10.1.9.1,49774,123,UDP,NTP,26055348,18976,65422,CS0,0
NF-0000302,2026-06-24T06:54:00,branch-bhopal,branch-kolkata,10.1.14.1,10.1.6.1,64636,5060,UDP,VoIP-RTP,24309507,18800,82388,EF,0
NF-0000303,2026-06-24T06:21:00,branch-pune,branch-guwahati,10.1.4.1,10.1.8.1,52861,21,TCP,FTP-Backup,28900396,24224,88702,CS0,0
NF-0000304,2026-06-24T06:09:00,branch-kolkata,branch-jaipur,10.1.6.1,10.1.10.1,50507,514,UDP,Syslog,40751794,30802,115719,CS0,0
NF-0000305,2026-06-24T06:41:00,branch-jaipur,branch-bengaluru,10.1.10.1,10.1.1.1,62979,3200,TCP,ERP-SAP,9598401,12433,15281,CS0,0
NF-0000306,2026-06-24T06:52:00,branch-nagpur,branch-ahmedabad,10.1.13.1,10.1.5.1,57026,3200,TCP,ERP-SAP,20309155,19177,95566,CS0,0
NF-0000307,2026-06-24T06:23:00,hub-delhi,dc-mumbai,10.0.0.1,10.0.0.2,51026,123,UDP,NTP,30021081,24093,94109,CS0,0
NF-0000308,2026-06-24T06:53:00,dc-mumbai,branch-bengaluru,10.0.0.2,10.1.1.1,62863,21,TCP,FTP-Backup,31593828,26980,93851,CS0,0
NF-0000309,2026-06-24T06:52:00,branch-bhopal,branch-lucknow,10.1.14.1,10.1.11.1,59161,514,UDP,Syslog,27106862,29431,5855,CS0,0
NF-0000310,2026-06-24T06:22:00,branch-chennai,branch-bhubaneswar,10.1.2.1,10.1.7.1,56568,123,UDP,NTP,27160239,23154,64658,CS0,0
NF-0000311,2026-06-24T06:21:00,branch-chennai,branch-lucknow,10.1.2.1,10.1.11.1,58207,53,UDP,DNS,1832215,3833,95455,CS0,0
NF-0000312,2026-06-24T06:18:00,branch-kolkata,dc-mumbai,10.1.6.1,10.0.0.2,59145,514,UDP,Syslog,37484121,34999,70688,CS0,0
NF-0000313,2026-06-24T06:14:00,branch-bhubaneswar,branch-ahmedabad,10.1.7.1,10.1.5.1,49520,21,TCP,FTP-Backup,40412856,54100,97842,CS0,0
NF-0000314,2026-06-24T06:50:00,branch-chennai,branch-chandigarh,10.1.2.1,10.1.9.1,50721,22,TCP,SSH,44100986,57799,70789,CS0,0
NF-0000315,2026-06-24T06:25:00,dc-mumbai,branch-lucknow,10.0.0.2,10.1.11.1,61921,123,UDP,NTP,49622527,36380,23774,CS0,0
NF-0000316,2026-06-24T06:36:00,branch-hyderabad,hub-delhi,10.1.3.1,10.0.0.1,58957,443,TCP,HTTPS,45743989,74990,79416,CS0,0
NF-0000317,2026-06-24T06:10:00,branch-bhopal,branch-chandigarh,10.1.14.1,10.1.9.1,52990,389,TCP,LDAP,26976319,26139,60758,CS0,0
NF-0000318,2026-06-24T06:55:00,branch-lucknow,branch-chennai,10.1.11.1,10.1.2.1,52060,389,TCP,LDAP,4515095,3530,1363,CS0,0
NF-0000319,2026-06-24T06:45:00,branch-chennai,branch-nagpur,10.1.2.1,10.1.13.1,64004,179,TCP,BGP,17260204,14136,50715,CS0,0
NF-0000320,2026-06-24T06:02:00,branch-chennai,branch-lucknow,10.1.2.1,10.1.11.1,60417,8801,UDP,Video-Conf,3654949,3654,88694,AF41,0
NF-0000321,2026-06-24T06:17:00,branch-bengaluru,branch-guwahati,10.1.1.1,10.1.8.1,55315,8801,UDP,Video-Conf,49966604,58577,20068,AF41,0
NF-0000322,2026-06-24T06:38:00,branch-bengaluru,branch-ahmedabad,10.1.1.1,10.1.5.1,57205,179,TCP,BGP,25652397,29117,95245,CS0,0
NF-0000323,2026-06-24T06:44:00,branch-ahmedabad,branch-hyderabad,10.1.5.1,10.1.3.1,60403,161,UDP,SNMP,37584592,64801,8074,CS0,0
NF-0000324,2026-06-24T06:04:00,branch-chandigarh,branch-guwahati,10.1.9.1,10.1.8.1,56497,8801,UDP,Video-Conf,7595733,16730,83758,AF41,0
NF-0000325,2026-06-24T06:30:00,branch-lucknow,branch-bengaluru,10.1.11.1,10.1.1.1,57632,3200,TCP,ERP-SAP,28120895,20511,24831,CS0,0
NF-0000326,2026-06-24T06:06:00,branch-ahmedabad,branch-lucknow,10.1.5.1,10.1.11.1,56247,514,UDP,Syslog,1554796,1236,58022,CS0,0
NF-0000327,2026-06-24T06:06:00,branch-bengaluru,hub-delhi,10.1.1.1,10.0.0.1,59479,179,TCP,BGP,33823876,74338,5911,CS0,0
NF-0000328,2026-06-24T06:54:00,branch-bhubaneswar,dc-mumbai,10.1.7.1,10.0.0.2,60476,443,TCP,HTTPS,17901948,13634,5963,CS0,0
NF-0000329,2026-06-24T06:28:00,branch-lucknow,branch-bhubaneswar,10.1.11.1,10.1.7.1,56759,8801,UDP,Video-Conf,31250664,30880,87971,AF41,0
NF-0000330,2026-06-24T06:46:00,branch-bhubaneswar,branch-jaipur,10.1.7.1,10.1.10.1,59697,514,UDP,Syslog,44645510,36091,5169,CS0,0
NF-0000331,2026-06-24T06:47:00,branch-chandigarh,branch-kolkata,10.1.9.1,10.1.6.1,60292,123,UDP,NTP,27687521,24876,88997,CS0,0
NF-0000332,2026-06-24T06:44:00,dc-mumbai,branch-kochi,10.0.0.2,10.1.12.1,59611,53,UDP,DNS,33658632,29293,84252,CS0,0
NF-0000333,2026-06-24T06:34:00,branch-chandigarh,branch-ahmedabad,10.1.9.1,10.1.5.1,56265,5060,UDP,VoIP-RTP,41151200,39530,104568,EF,0
