event_id,timestamp,site_id,severity,facility,message,fault_type,correlated_scenario
SLOG-000328,2026-06-26T13:06:05.795938,branch-jaipur,CRIT,LOCAL7,%LINEPROTO-2-UPDOWN: Interface GigabitEthernet0/1 changed state to down,link_flap,scenario-19
SLOG-000331,2026-06-26T13:14:10.018056,branch-jaipur,CRIT,LOCAL7,%LINEPROTO-2-UPDOWN: Interface GigabitEthernet0/0 changed state to down,link_flap,scenario-19
SLOG-000317,2026-06-26T13:15:07.802560,branch-jaipur,INFO,LOCAL7,%LINEPROTO-6-UPDOWN: Interface Tunnel0 changed state to up,link_flap,scenario-19
SLOG-000316,2026-06-26T13:20:09.876482,branch-jaipur,CRIT,LOCAL7,%LINEPROTO-2-UPDOWN: Interface Tunnel0 changed state to down,link_flap,scenario-19
SLOG-000323,2026-06-26T13:21:26.565829,branch-jaipur,CRIT,LOCAL7,"%LINK-2-CHANGED: Interface GigabitEthernet0/1, changed state to administratively down",link_flap,scenario-19
SLOG-000318,2026-06-26T13:24:23.773892,branch-jaipur,INFO,LOCAL7,%LINEPROTO-6-UPDOWN: Interface GigabitEthernet0/1 changed state to up,link_flap,scenario-19
SLOG-000322,2026-06-26T13:26:02.611600,branch-jaipur,INFO,LOCAL7,%LINEPROTO-6-UPDOWN: Interface TenGigabitEthernet0/0 changed state to up,link_flap,scenario-19
SLOG-000321,2026-06-26T13:26:19.601285,branch-jaipur,CRIT,LOCAL7,"%LINK-2-CHANGED: Interface GigabitEthernet0/2, changed state to administratively down",link_flap,scenario-19
SLOG-000659,2026-06-26T13:27:57,dc-mumbai,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000325,2026-06-26T13:29:07.332207,branch-jaipur,CRIT,LOCAL7,"%LINK-2-CHANGED: Interface GigabitEthernet0/0, changed state to administratively down",link_flap,scenario-19
SLOG-000329,2026-06-26T13:32:25.698835,branch-jaipur,INFO,LOCAL7,%LINEPROTO-6-UPDOWN: Interface TenGigabitEthernet0/0 changed state to up,link_flap,scenario-19
SLOG-000661,2026-06-26T13:36:42,branch-bhopal,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.14.1 on Tunnel0 from LOADING to FULL",normal,none
SLOG-000324,2026-06-26T13:42:34.734708,branch-jaipur,CRIT,LOCAL7,%LINEPROTO-2-UPDOWN: Interface GigabitEthernet0/0 changed state to down,link_flap,scenario-19
SLOG-000660,2026-06-26T13:46:53,branch-bhubaneswar,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000327,2026-06-26T13:47:21.109984,branch-jaipur,CRIT,LOCAL7,%LINEPROTO-2-UPDOWN: Interface GigabitEthernet0/1 changed state to down,link_flap,scenario-19
SLOG-000330,2026-06-26T13:47:42.574200,branch-jaipur,CRIT,LOCAL7,"%LINK-2-CHANGED: Interface Tunnel1, changed state to administratively down",link_flap,scenario-19
SLOG-000319,2026-06-26T13:51:05.395798,branch-jaipur,CRIT,LOCAL7,"%LINK-2-CHANGED: Interface TenGigabitEthernet0/0, changed state to administratively down",link_flap,scenario-19
SLOG-000658,2026-06-26T13:52:01,branch-guwahati,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.8.1 on Tunnel1 from LOADING to FULL",normal,none
SLOG-000326,2026-06-26T13:56:01.144861,branch-jaipur,INFO,LOCAL7,%LINEPROTO-6-UPDOWN: Interface TenGigabitEthernet0/0 changed state to up,link_flap,scenario-19
SLOG-000320,2026-06-26T13:57:40.151304,branch-jaipur,CRIT,LOCAL7,%LINEPROTO-2-UPDOWN: Interface GigabitEthernet0/0 changed state to down,link_flap,scenario-19
SLOG-000662,2026-06-26T14:07:01,branch-chennai,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.2.1 Up,normal,none
SLOG-000668,2026-06-26T14:12:31,branch-jaipur,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.10.1 Up,normal,none
SLOG-000664,2026-06-26T14:27:46,branch-kochi,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.12.1,normal,none
SLOG-000667,2026-06-26T14:35:56,branch-pune,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.4.1 on GigabitEthernet0/0 from LOADING to FULL",normal,none
SLOG-000666,2026-06-26T14:40:27,branch-lucknow,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.11.1 Up,normal,none
SLOG-000663,2026-06-26T14:58:45,branch-guwahati,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000665,2026-06-26T14:58:48,branch-hyderabad,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Tunnel1, changed state to up",normal,none
SLOG-000676,2026-06-26T15:08:30,branch-hyderabad,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.3.1 Up,normal,none
SLOG-000673,2026-06-26T15:16:32,branch-chandigarh,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.9.1,normal,none
SLOG-000675,2026-06-26T15:16:34,branch-hyderabad,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.3.1,normal,none
SLOG-000674,2026-06-26T15:17:05,branch-lucknow,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.11.1,normal,none
SLOG-000672,2026-06-26T15:38:59,branch-kochi,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface GigabitEthernet0/0, changed state to up",normal,none
SLOG-000669,2026-06-26T15:40:59,branch-chandigarh,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.9.1,normal,none
SLOG-000670,2026-06-26T15:48:38,branch-guwahati,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.8.1 on GigabitEthernet0/0 from LOADING to FULL",normal,none
SLOG-000671,2026-06-26T15:49:51,branch-lucknow,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.11.1,normal,none
SLOG-000683,2026-06-26T16:01:22,branch-ahmedabad,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000678,2026-06-26T16:03:57,branch-chandigarh,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000684,2026-06-26T16:06:55,branch-chennai,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000682,2026-06-26T16:07:22,branch-bhopal,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.14.1,normal,none
SLOG-000680,2026-06-26T16:24:06,branch-guwahati,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Tunnel1, changed state to up",normal,none
SLOG-000681,2026-06-26T16:30:50,dc-mumbai,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.0.0.2 on Tunnel1 from LOADING to FULL",normal,none
SLOG-000677,2026-06-26T16:35:26,dc-mumbai,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.0.0.2,normal,none
SLOG-000337,2026-06-26T16:37:09.354664,branch-guwahati,CRIT,LOCAL7,%SLA-2-BREACH: Packet loss 80% exceeds SLA threshold of 1%,packet_loss_spike,scenario-20
SLOG-000336,2026-06-26T16:39:16.577032,branch-guwahati,CRIT,LOCAL7,%SLA-2-BREACH: Packet loss 89% exceeds SLA threshold of 1%,packet_loss_spike,scenario-20
SLOG-000679,2026-06-26T16:48:55,branch-lucknow,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.11.1,normal,none
SLOG-000332,2026-06-26T16:59:01.126520,branch-guwahati,CRIT,LOCAL7,%SLA-2-BREACH: Packet loss 96% exceeds SLA threshold of 1%,packet_loss_spike,scenario-20
SLOG-000339,2026-06-26T17:07:38.285007,branch-guwahati,WARN,LOCAL7,"%BFD-4-ECHO_FAIL: BFD echo failure on 10.1.8.1, loss detected",packet_loss_spike,scenario-20
SLOG-000687,2026-06-26T17:10:45,branch-hyderabad,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface GigabitEthernet0/1, changed state to up",normal,none
SLOG-000688,2026-06-26T17:17:05,dc-mumbai,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.0.0.2 Up,normal,none
SLOG-000335,2026-06-26T17:23:45.160320,branch-guwahati,ERROR,LOCAL7,%INTERFACE-3-EXCESSIVE_LOSS: Packet loss 80% on Tunnel1,packet_loss_spike,scenario-20
SLOG-000686,2026-06-26T17:24:51,branch-bhubaneswar,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.7.1 Up,normal,none
SLOG-000685,2026-06-26T17:29:07,branch-lucknow,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.11.1 on GigabitEthernet0/1 from LOADING to FULL",normal,none
SLOG-000338,2026-06-26T17:36:35.286052,branch-guwahati,CRIT,LOCAL7,%SLA-2-BREACH: Packet loss 75% exceeds SLA threshold of 1%,packet_loss_spike,scenario-20
SLOG-000340,2026-06-26T18:08:14.493913,branch-guwahati,ERROR,LOCAL7,%INTERFACE-3-EXCESSIVE_LOSS: Packet loss 75% on Loopback0,packet_loss_spike,scenario-20
SLOG-000693,2026-06-26T18:16:28,branch-hyderabad,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Tunnel0, changed state to up",normal,none
SLOG-000341,2026-06-26T18:17:01.627238,branch-guwahati,ERROR,LOCAL7,%INTERFACE-3-EXCESSIVE_LOSS: Packet loss 88% on GigabitEthernet0/0,packet_loss_spike,scenario-20
SLOG-000333,2026-06-26T18:18:43.607277,branch-guwahati,WARN,LOCAL7,"%BFD-4-ECHO_FAIL: BFD echo failure on 10.1.8.1, loss detected",packet_loss_spike,scenario-20
SLOG-000334,2026-06-26T18:28:59.794701,branch-guwahati,WARN,LOCAL7,"%BFD-4-ECHO_FAIL: BFD echo failure on 10.1.8.1, loss detected",packet_loss_spike,scenario-20
SLOG-000692,2026-06-26T18:43:31,branch-bhubaneswar,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000690,2026-06-26T18:44:27,branch-bhopal,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.14.1,normal,none
SLOG-000691,2026-06-26T18:47:00,branch-chandigarh,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface GigabitEthernet0/1, changed state to up",normal,none
SLOG-000689,2026-06-26T18:57:43,dc-mumbai,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.0.0.2,normal,none
SLOG-000343,2026-06-26T19:02:47.619125,branch-chennai,WARN,LOCAL7,%BGP-4-MAXPFX: Maximum prefix limit approaching on 10.1.2.1,bgp_route_flap,scenario-21
SLOG-000346,2026-06-26T19:03:25.999191,branch-chennai,WARN,LOCAL7,%BGP-4-MAXPFX: Maximum prefix limit approaching on 10.1.2.1,bgp_route_flap,scenario-21
SLOG-000345,2026-06-26T19:04:41.531917,branch-chennai,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.2.1 Up,bgp_route_flap,scenario-21
SLOG-000700,2026-06-26T19:06:02,branch-ahmedabad,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.5.1 Up,normal,none
SLOG-000347,2026-06-26T19:07:37.250798,branch-chennai,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.2.1 Up,bgp_route_flap,scenario-21
SLOG-000349,2026-06-26T19:11:03.476221,branch-chennai,ERROR,LOCAL7,"%BGP-3-NOTIFICATION: BGP neighbor 10.1.2.1 Down, hold timer expired",bgp_route_flap,scenario-21
SLOG-000344,2026-06-26T19:15:54.610987,branch-chennai,WARN,LOCAL7,%BGP-4-MAXPFX: Maximum prefix limit approaching on 10.1.2.1,bgp_route_flap,scenario-21
SLOG-000342,2026-06-26T19:23:34.807638,branch-chennai,ERROR,LOCAL7,"%BGP-3-NOTIFICATION: BGP neighbor 10.1.2.1 Down, hold timer expired",bgp_route_flap,scenario-21
SLOG-000348,2026-06-26T19:25:18.440144,branch-chennai,ERROR,LOCAL7,%BGP-3-ADJCHANGE: neighbor 10.1.2.1 Down BGP Notification sent,bgp_route_flap,scenario-21
SLOG-000697,2026-06-26T19:32:23,branch-kochi,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000701,2026-06-26T19:35:03,branch-chandigarh,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.9.1 Up,normal,none
SLOG-000698,2026-06-26T19:35:36,branch-jaipur,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.10.1 Up,normal,none
SLOG-000694,2026-06-26T19:47:08,branch-kochi,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000696,2026-06-26T19:53:11,branch-kochi,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.12.1,normal,none
SLOG-000695,2026-06-26T19:55:45,branch-bhubaneswar,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Tunnel1, changed state to up",normal,none
SLOG-000699,2026-06-26T19:57:00,branch-pune,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.4.1 Up,normal,none
SLOG-000706,2026-06-26T20:03:07,branch-nagpur,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.13.1 Up,normal,none
SLOG-000702,2026-06-26T20:10:36,branch-bhubaneswar,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.7.1 on Loopback0 from LOADING to FULL",normal,none
SLOG-000703,2026-06-26T20:23:23,branch-jaipur,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.10.1,normal,none
SLOG-000704,2026-06-26T20:47:39,branch-chennai,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.2.1,normal,none
SLOG-000705,2026-06-26T20:51:20,branch-chennai,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.2.1 Up,normal,none
SLOG-000707,2026-06-26T21:00:39,branch-lucknow,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.11.1 on GigabitEthernet0/2 from LOADING to FULL",normal,none
SLOG-000709,2026-06-26T21:08:05,branch-jaipur,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.10.1 Up,normal,none
SLOG-000708,2026-06-26T21:16:10,branch-kochi,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Tunnel1, changed state to up",normal,none
SLOG-000711,2026-06-26T21:43:33,branch-pune,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.4.1 Up,normal,none
SLOG-000710,2026-06-26T21:55:20,branch-kolkata,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface GigabitEthernet0/1, changed state to up",normal,none
SLOG-000351,2026-06-26T22:01:46.861992,hub-delhi,WARN,LOCAL7,%MPLS-4-LDP_CONGESTION: LDP label space pressure on GigabitEthernet0/1,congestion_buildup,scenario-22
SLOG-000355,2026-06-26T22:10:31.788763,hub-delhi,WARN,LOCAL7,"%IP-4-RTCHANGE: Route table instability detected, 212 routes flapping",congestion_buildup,scenario-22
SLOG-000361,2026-06-26T22:13:09.687817,hub-delhi,ERROR,LOCAL7,"%QOS-4-POLICY_BREACH: VoIP traffic dropped on GigabitEthernet0/0, queue utilization 81%",congestion_buildup,scenario-22
SLOG-000359,2026-06-26T22:22:42.039957,hub-delhi,WARN,LOCAL7,%MPLS-4-LDP_CONGESTION: LDP label space pressure on Loopback0,congestion_buildup,scenario-22
SLOG-000716,2026-06-26T22:24:25,branch-pune,INFO,LOCAL7,"%OSPF-5-ADJCHG: Process 1, Nbr 10.1.4.1 on Tunnel1 from LOADING to FULL",normal,none
SLOG-000357,2026-06-26T22:31:17.376589,hub-delhi,WARN,LOCAL7,%INTERFACE-3-QUEUE_LIMIT: Interface GigabitEthernet0/2 output queue depth 99% of max,congestion_buildup,scenario-22
SLOG-000350,2026-06-26T22:36:00.266471,hub-delhi,ERROR,LOCAL7,"%QOS-4-POLICY_BREACH: VoIP traffic dropped on GigabitEthernet0/0, queue utilization 89%",congestion_buildup,scenario-22
SLOG-000714,2026-06-26T22:36:50,branch-bhopal,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.1.14.1 Up,normal,none
SLOG-000360,2026-06-26T22:40:08.196354,hub-delhi,WARN,LOCAL7,"%IP-4-RTCHANGE: Route table instability detected, 377 routes flapping",congestion_buildup,scenario-22
SLOG-000354,2026-06-26T22:43:06.722172,hub-delhi,WARN,LOCAL7,%MPLS-4-LDP_CONGESTION: LDP label space pressure on Tunnel0,congestion_buildup,scenario-22
SLOG-000713,2026-06-26T22:44:14,hub-delhi,INFO,LOCAL7,%BGP-5-ADJCHANGE: neighbor 10.0.0.1 Up,normal,none
SLOG-000712,2026-06-26T22:45:50,branch-bhopal,INFO,LOCAL7,"%LINK-3-UPDOWN: Interface Loopback0, changed state to up",normal,none
SLOG-000715,2026-06-26T22:54:28,branch-jaipur,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.10.1,normal,none
SLOG-000353,2026-06-26T22:55:43.520472,hub-delhi,ERROR,LOCAL7,"%QOS-4-POLICY_BREACH: VoIP traffic dropped on Tunnel1, queue utilization 92%",congestion_buildup,scenario-22
SLOG-000718,2026-06-26T23:03:19,branch-kolkata,INFO,LOCAL7,%SYS-5-CONFIG_I: Configured from console by admin,normal,none
SLOG-000358,2026-06-26T23:05:25.824170,hub-delhi,ERROR,LOCAL7,"%QOS-4-POLICY_BREACH: VoIP traffic dropped on GigabitEthernet0/1, queue utilization 77%",congestion_buildup,scenario-22
SLOG-000356,2026-06-26T23:15:35.058659,hub-delhi,WARN,LOCAL7,"%IP-4-RTCHANGE: Route table instability detected, 13 routes flapping",congestion_buildup,scenario-22
SLOG-000352,2026-06-26T23:16:28.150772,hub-delhi,WARN,LOCAL7,%INTERFACE-3-QUEUE_LIMIT: Interface Tunnel1 output queue depth 70% of max,congestion_buildup,scenario-22
SLOG-000717,2026-06-26T23:34:15,branch-guwahati,DEBUG,LOCAL7,%SNMP-6-AUTHFAIL: Authentication failure for SNMP from 10.1.8.1,normal,none
